Timestamp,Gender,Height,Weight,DOB,Age,Sun_Sign,CGPA,Rate_Programming,PL,Sim_Course,Focus,DS_DA,Mean,Median,Sleep_time,sleep_duration,prefer_maths,Engg_Choice,course_instructor,physical_activity,0
08-07-2018 10:58,Male,180,70,12/23/1999,18,Capricorn,7.88,3,C,Yes,Data,May be,6,8,11:00:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-07-2018 10:58,Female,170,53,09-10-1999,18,Virgo,7.75,3,C++,No,Data,May be,6,8,11:30:00 AM,6,Yes,Not at all,Doesn't matter,Once in a month,
08-07-2018 10:58,Male,178,68,6/29/1999,19,Cancer,8,3,C,Yes,Data,May be,6,8,11:30:00 PM,7,Yes,Yes,Doesn't matter,Once in a week,
08-07-2018 10:58,Male,182,72,01-03-2000,18,Capricorn,7.75,3,C,No,Data,May be,15,8,11:00:00 PM,7,Yes,Yes,Doesn't matter,Not so often,
08-07-2018 10:58,Male,167.6,50,12/14/1999,18,Sagittarius,9.325,3,C,No,Data,May be,6,9,11:30:00 PM,6,Yes,Yes,Doesn't matter,On daily basis,
08-07-2018 10:59,Male,175,82,1/18/2000,18,Taurus,8.67,3,C,No,Data,May be,8,9,10:30:00 PM,7,Yes,Yes,Doesn't matter,Once in a week,
08-07-2018 10:59,Female,160,56,3/15/2000,18,Pisces,8.2,3,C,No,Data,May be,5.6,8,11:45:00 PM,7,Yes,Yes,Doesn't matter,Once in a week,
08-07-2018 10:59,Male,178,53,10/23/1999,18,Scorpio,8.4,4,Python,Yes,Data,May be,6,8,10:30:00 PM,8,Yes,Yes,Doesn't matter,On daily basis,
08-07-2018 10:59,Male,178,53,10/23/1999,18,Scorpio,8.4,4,Python,Yes,Data,May be,6,8,10:30:00 PM,8,Yes,Yes,Doesn't matter,On daily basis,
08-07-2018 10:59,Male,175,68,09-02-1998,19,Leo,7,2,Python,No,Data,May be,6,8,2:00:00 AM,4,No,Yes,Doesn't matter,On daily basis,
08-07-2018 11:00,Male,181,63,6/24/2000,18,Leo,7.73,3,Python,No,Data,May be,6,8,10:30:00 AM,8 hours,Yes,Yes,Female,Once in a week,
08-07-2018 11:00,Female,153,54,04-01-1999,19,Virgo,7,2,C,No,Science,May be,6,9,11:00:00 PM,8,Yes,Not at all,Doesn't matter,On daily basis,
08-07-2018 11:00,Male,183,61.5,12/30/2018,18,Capricorn,8.7,4,Python,Yes,Data,No,6,8,11:30:00 PM,7,No,Doesn't matter,Doesn't matter,On daily basis,
08-07-2018 11:00,Male,162,48,5/20/1998,20,Taurus,8.58,4,Python,Yes,Data,May be,6,8,1:00:00 AM,7,Yes,Yes,Doesn't matter,Once in a week,
08-07-2018 11:01,Male,175,65,7/30/1999,19,Leo,8.5,4,C,No,Data,May be,4,8,10:00:00 PM,7,Yes,Yes,Male,On daily basis,
08-07-2018 11:01,Male,183,56,08-06-1999,18,Virgo,8.96,3,C,No,Science,May be,,9,10:00:00 PM,10,Yes,Yes,Doesn't matter,Not so often,
08-07-2018 11:01,Male,185.6,82,02-09-2000,18,Pisces,7,3,Python,No,Data,May be,6,5,12:00:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-07-2018 11:01,Female,167,50,10/28/1999,19,Taurus,7.3,4,C,No,Data,No,6,8,11:00:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-07-2018 11:02,Male,176,69,10-10-1998,19,Libra,8.83,4,Java,No,Data,No,6,8,11:30:00 PM,8,Yes,Yes,Doesn't matter,Once in a week,
08-07-2018 11:02,Female,165cm,45,3/27/2018,19,Cancer,8.41,3,Python,No,Science,Yes,6,8,12:00:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-07-2018 11:03,Male,175,60,5/19/1999,19,Taurus,6.4,2,C,Yes,Science,May be,6,5,11:00:00 PM,7,Yes,Yes,Male,On daily basis,
08-07-2018 11:04,Male,170,69,7/23/1999,19,Leo,7.58,3,C,No,Data,Yes,6,5.5,11:00:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-07-2018 11:04,Male,165,55,7/21/1999,19,Libra,9.82,4,Python,No,Science,Yes,6,8,10:30:00 PM,8,Yes,Yes,Female,Not so often,
08-07-2018 11:05,Male,5.9,65,5/16/1999,19,Taurus,8,4,C,No,Data,May be,,8,11:30:00 PM,7,Yes,Doesn't matter,Doesn't matter,Not so often,
08-07-2018 18:23,Male,170,50,09-07-1999,19,Capricorn,9.22,4,C,No,Science,No,6,8,11:00:00 PM,7,Yes,Yes,Doesn't matter,Once in a week,
8/13/2018 18:36:34,Male,185,114,12/30/1998,19,Capricorn,8.05,4,Python,No,Science,No,6,9,12:30:00 PM,6,No,Yes,Female,Not so often,
,,28246.486,10504.2,,13700003405,,1503.135001,570,,,,,1234570160,987656770,8:00:00 PM,110,,,,,0
